A,B,C,Step,InitCondNum,State
1,1,0,75,3,110
1,1,0,76,3,110
1,1,0,77,3,110
1,1,0,78,3,110
1,1,0,79,3,110
1,1,0,80,3,110
1,1,0,81,3,110
1,1,0,82,3,110
1,1,0,83,3,110
1,1,0,84,3,110
1,1,0,85,3,110
1,1,0,86,3,110
1,1,0,87,3,110
1,1,0,88,3,110
1,1,0,89,3,110
1,1,0,90,3,110
1,1,0,91,3,110
1,1,0,92,3,110
1,1,0,93,3,110
1,1,0,94,3,110
1,1,0,95,3,110
1,1,0,96,3,110
1,1,0,97,3,110
1,1,0,98,3,110
1,1,0,99,3,110
1,1,0,100,3,110
1,1,0,101,3,110
0,0,0,1,4,000
1,1,1,2,4,111
0,0,0,3,4,000
1,1,1,4,4,111
0,0,0,5,4,000
1,1,1,6,4,111
0,0,0,7,4,000
1,1,1,8,4,111
0,0,0,9,4,000
1,1,1,10,4,111
0,0,0,11,4,000
1,1,1,12,4,111
0,0,0,13,4,000
1,1,1,14,4,111
0,0,0,15,4,000
1,1,1,16,4,111
0,0,0,17,4,000
1,1,1,18,4,111
0,0,0,19,4,000
1,1,1,20,4,111
0,0,0,21,4,000
1,1,1,22,4,111
0,0,0,23,4,000
1,1,1,24,4,111
0,0,0,25,4,000
1,1,1,26,4,111
0,0,0,27,4,000
1,1,1,28,4,111
0,0,0,29,4,000
1,1,1,30,4,111
0,0,0,31,4,000
1,1,1,32,4,111
0,0,0,33,4,000
1,1,1,34,4,111
0,0,0,35,4,000
1,1,1,36,4,111
0,0,0,37,4,000
1,1,1,38,4,111
0,0,0,39,4,000
1,1,1,40,4,111
0,0,0,41,4,000
1,1,1,42,4,111
0,0,0,43,4,000
1,1,1,44,4,111
0,0,0,45,4,000
1,1,1,46,4,111
0,0,0,47,4,000
1,1,1,48,4,111
0,0,0,49,4,000
1,1,1,50,4,111
0,0,0,51,4,000
1,1,1,52,4,111
0,0,0,53,4,000
1,1,1,54,4,111
0,0,0,55,4,000
1,1,1,56,4,111
0,0,0,57,4,000
1,1,1,58,4,111
0,0,0,59,4,000
1,1,1,60,4,111
0,0,0,61,4,000
1,1,1,62,4,111
0,0,0,63,4,000
1,1,1,64,4,111
0,0,0,65,4,000
1,1,1,66,4,111
0,0,0,67,4,000
1,1,1,68,4,111
0,0,0,69,4,000
1,1,1,70,4,111
0,0,0,71,4,000
1,1,1,72,4,111
0,0,0,73,4,000
1,1,1,74,4,111
0,0,0,75,4,000
1,1,1,76,4,111
0,0,0,77,4,000
1,1,1,78,4,111
0,0,0,79,4,000
1,1,1,80,4,111
0,0,0,81,4,000
1,1,1,82,4,111
0,0,0,83,4,000
1,1,1,84,4,111
0,0,0,85,4,000
1,1,1,86,4,111
0,0,0,87,4,000
1,1,1,88,4,111
0,0,0,89,4,000
1,1,1,90,4,111
0,0,0,91,4,000
1,1,1,92,4,111
0,0,0,93,4,000
1,1,1,94,4,111
0,0,0,95,4,000
1,1,1,96,4,111
0,0,0,97,4,000
1,1,1,98,4,111
0,0,0,99,4,000
1,1,1,100,4,111
0,0,0,101,4,000
0,1,1,1,5,011
0,1,1,2,5,011
0,1,1,3,5,011
0,1,1,4,5,011
0,1,1,5,5,011
0,1,1,6,5,011
0,1,1,7,5,011
0,1,1,8,5,011
0,1,1,9,5,011
0,1,1,10,5,011
0,1,1,11,5,011
0,1,1,12,5,011
0,1,1,13,5,011
0,1,1,14,5,011
0,1,1,15,5,011
0,1,1,16,5,011
0,1,1,17,5,011
0,1,1,18,5,011
0,1,1,19,5,011
0,1,1,20,5,011
0,1,1,21,5,011
0,1,1,22,5,011
0,1,1,23,5,011
0,1,1,24,5,011
0,1,1,25,5,011
0,1,1,26,5,011
0,1,1,27,5,011
0,1,1,28,5,011
0,1,1,29,5,011
0,1,1,30,5,011
0,1,1,31,5,011
0,1,1,32,5,011
0,1,1,33,5,011
0,1,1,34,5,011
0,1,1,35,5,011
0,1,1,36,5,011
0,1,1,37,5,011
0,1,1,38,5,011
0,1,1,39,5,011
0,1,1,40,5,011
0,1,1,41,5,011
0,1,1,42,5,011
0,1,1,43,5,011
0,1,1,44,5,011
0,1,1,45,5,011
0,1,1,46,5,011
0,1,1,47,5,011
0,1,1,48,5,011
0,1,1,49,5,011
0,1,1,50,5,011
0,1,1,51,5,011
0,1,1,52,5,011
0,1,1,53,5,011
0,1,1,54,5,011
0,1,1,55,5,011
0,1,1,56,5,011
0,1,1,57,5,011
0,1,1,58,5,011
0,1,1,59,5,011
0,1,1,60,5,011
0,1,1,61,5,011
0,1,1,62,5,011
0,1,1,63,5,011
0,1,1,64,5,011
0,1,1,65,5,011
0,1,1,66,5,011
0,1,1,67,5,011
0,1,1,68,5,011
0,1,1,69,5,011
0,1,1,70,5,011
0,1,1,71,5,011
0,1,1,72,5,011
0,1,1,73,5,011
0,1,1,74,5,011
0,1,1,75,5,011
0,1,1,76,5,011
0,1,1,77,5,011
0,1,1,78,5,011
0,1,1,79,5,011
0,1,1,80,5,011
0,1,1,81,5,011
0,1,1,82,5,011
0,1,1,83,5,011
0,1,1,84,5,011
0,1,1,85,5,011
0,1,1,86,5,011
0,1,1,87,5,011
0,1,1,88,5,011
0,1,1,89,5,011
0,1,1,90,5,011
0,1,1,91,5,011
0,1,1,92,5,011
0,1,1,93,5,011
0,1,1,94,5,011
0,1,1,95,5,011
0,1,1,96,5,011
0,1,1,97,5,011
0,1,1,98,5,011
0,1,1,99,5,011
0,1,1,100,5,011
0,1,1,101,5,011
1,1,1,1,6,111
0,0,0,2,6,000
1,1,1,3,6,111
0,0,0,4,6,000
1,1,1,5,6,111
0,0,0,6,6,000
1,1,1,7,6,111
0,0,0,8,6,000
1,1,1,9,6,111
0,0,0,10,6,000
1,1,1,11,6,111
0,0,0,12,6,000
1,1,1,13,6,111
0,0,0,14,6,000
1,1,1,15,6,111
0,0,0,16,6,000
1,1,1,17,6,111
0,0,0,18,6,000
1,1,1,19,6,111
0,0,0,20,6,000
1,1,1,21,6,111
0,0,0,22,6,000
1,1,1,23,6,111
0,0,0,24,6,000
1,1,1,25,6,111
0,0,0,26,6,000
1,1,1,27,6,111
0,0,0,28,6,000
1,1,1,29,6,111
0,0,0,30,6,000
1,1,1,31,6,111
0,0,0,32,6,000
1,1,1,33,6,111
0,0,0,34,6,000
1,1,1,35,6,111
0,0,0,36,6,000
1,1,1,37,6,111
0,0,0,38,6,000
1,1,1,39,6,111
0,0,0,40,6,000
1,1,1,41,6,111
0,0,0,42,6,000
1,1,1,43,6,111
0,0,0,44,6,000
1,1,1,45,6,111
0,0,0,46,6,000
1,1,1,47,6,111
0,0,0,48,6,000
1,1,1,49,6,111
0,0,0,50,6,000
1,1,1,51,6,111
0,0,0,52,6,000
1,1,1,53,6,111
0,0,0,54,6,000
1,1,1,55,6,111
0,0,0,56,6,000
1,1,1,57,6,111
0,0,0,58,6,000
1,1,1,59,6,111
0,0,0,60,6,000
1,1,1,61,6,111
0,0,0,62,6,000
1,1,1,63,6,111
0,0,0,64,6,000
1,1,1,65,6,111
0,0,0,66,6,000
1,1,1,67,6,111
0,0,0,68,6,000
1,1,1,69,6,111
0,0,0,70,6,000
1,1,1,71,6,111
0,0,0,72,6,000
1,1,1,73,6,111
0,0,0,74,6,000
1,1,1,75,6,111
0,0,0,76,6,000
1,1,1,77,6,111
0,0,0,78,6,000
1,1,1,79,6,111
0,0,0,80,6,000
1,1,1,81,6,111
0,0,0,82,6,000
1,1,1,83,6,111
0,0,0,84,6,000
1,1,1,85,6,111
0,0,0,86,6,000
1,1,1,87,6,111
0,0,0,88,6,000
1,1,1,89,6,111
0,0,0,90,6,000
1,1,1,91,6,111
0,0,0,92,6,000
1,1,1,93,6,111
0,0,0,94,6,000
1,1,1,95,6,111
0,0,0,96,6,000
1,1,1,97,6,111
0,0,0,98,6,000
1,1,1,99,6,111
0,0,0,100,6,000
1,1,1,101,6,111
0,0,1,1,7,001
0,0,1,2,7,001
0,0,1,3,7,001
0,0,1,4,7,001
0,0,1,5,7,001
0,0,1,6,7,001
0,0,1,7,7,001
0,0,1,8,7,001
0,0,1,9,7,001
0,0,1,10,7,001
0,0,1,11,7,001
0,0,1,12,7,001
0,0,1,13,7,001
0,0,1,14,7,001
0,0,1,15,7,001
0,0,1,16,7,001
0,0,1,17,7,001
0,0,1,18,7,001
0,0,1,19,7,001
0,0,1,20,7,001
0,0,1,21,7,001
0,0,1,22,7,001
0,0,1,23,7,001
0,0,1,24,7,001
0,0,1,25,7,001
0,0,1,26,7,001
0,0,1,27,7,001
0,0,1,28,7,001
0,0,1,29,7,001
0,0,1,30,7,001
0,0,1,31,7,001
0,0,1,32,7,001
0,0,1,33,7,001
0,0,1,34,7,001
0,0,1,35,7,001
0,0,1,36,7,001
